Word	Type
mulch	artifact_n1
mule	animal_n1
mullet	fish_n1
multiplication	activity_n1
mummy	person_n1
municipality	location_n1
muntjac	animal_n1
mural	artifact_n1
murder	action_n1
murderer	person_n1
muscle	body_part_n1
museum	artifact_n1
mushroom	plant_n2
music	auditory_communication_n1
musician	person_n1
musk	substance_n1
muskmelon	plant_n2
muskrat	material_n1
mussel	substance_n1
mustard	plant_n2
mutant	organism_n1
mutation	organism_n1
muzzle	artifact_n1
mycelium	plant_part_n1
myelin	substance_n1
mynah	bird_n1
myofibril	material_n1
myosin	substance_n1
mystery	state_n4
nail	device_n1
nan	person_n1
nap	period_n1
napkin	artifact_n1
narrator	person_n1
narwhal	animal_n1
nation	social_group_n1
naturalist	person_n1
nausea	knowledge_n1
navigation	activity_n1
nebula	substance_n1
necessity	state_n4
neck	body_part_n1
necklace	artifact_n1
nectar	substance_n1
needle	plant_part_n1
neighbor	person_n1
neighborhood	location_n1
neighbour	person_n1
nekton	organism_n1
nematode	animal_n1
neocortex	body_part_n1
neon	element_n2
nephron	body_part_n1
nerve	body_part_n1
net	device_n1
nettle	plant_n2
neurotransmitter	substance_n1
newcomer	person_n1
news	message_n2
newsagent	person_n1
newsletter	message_n2
newspaper	artifact_n1
newt	animal_n1
newton	definite_quantity_n1
nib	location_n1
nibbler	person_n1
niche	state_n4
nickel	element_n2
nicotine	substance_n1
niece	person_n1
night	period_n1
nightmare	state_n4
nigra	person_n1
nimbus	phenomenon_n1
nipple	body_part_n1
nitrate	substance_n1
nitrogen	element_n2
nobody	person_n1
nod	action_n1
node	shape_n2
noise	sound_n4
nonmetal	element_n2
nonsmoker	person_n1
noodle	substance_n1
nook	location_n1
noon	knowledge_n1
nose	body_part_n1
nostril	body_part_n1
notation	written_language_n1
note	written_language_n1
notebook	artifact_n1
nothingness	state_n4
notice	knowledge_n1
notion	knowledge_n1
notochord	body_part_n1
nourishment	food_n1
novel	written_language_n1
nozzle	artifact_n1
nucleotide	substance_n1
nucleus	body_part_n1
nudge	action_n1
nuisance	knowledge_n1
numbat	animal_n1
number	property_n3
numbness	knowledge_n1
nun	person_n1
nurse	person_n1
nursery	artifact_n1
nut	plant_part_n1
nutria	animal_n1
nutrient	food_n1
nutrition	phenomenon_n1
nylon	material_n1
nymph	knowledge_n1
oak	material_n1
oar	artifact_n1
oasis	location_n1
oat	plant_n2
oatmeal	food_n1
obesity	property_n3
obligation	event_n1
observation	knowledge_n1
observatory	building_n1
observer	person_n1
obsidian	material_n1
obstacle	knowledge_n1
occasion	event_n1
occupant	person_n1
occupation	activity_n1
occurrence	event_n1
ocean	water_n2
ocelot	animal_n1
octopus	substance_n1
odor	property_n3
offense	activity_n1
offer	message_n2
office	artifact_n1
officer	person_n1
official	person_n1
offshoot	phenomenon_n1
offspring	person_n1
ogre	person_n1
ohm	definite_quantity_n1
oil	substance_n1
okapi	animal_n1
oleander	plant_n2
omega	event_n1
omelette	food_n1
omnivore	person_n1
onion	plant_part_n1
onset	event_n1
ontology	knowledge_n1
oogenesis	phenomenon_n1
opera	auditory_communication_n1
operation	activity_n1
opinion	knowledge_n1
opossum	animal_n1
opponent	person_n1
opportunity	state_n4
opposition	action_n1
optician	person_n1
optimization	action_n1
option	knowledge_n1
orange	plant_part_n1
orangutan	animal_n1
orbit	location_n1
orca	animal_n1
orchard	location_n1
orchestra	social_group_n1
orchid	plant_n2
ore	material_n1
organ	body_part_n1
organelle	body_part_n1
organism	organism_n1
organization	social_group_n1
organizer	person_n1
orientation	activity_n1
origin	location_n1
oriole	bird_n1
ornament	artifact_n1
ornithischian	animal_n1
ornithologist	person_n1
orphan	person_n1
oryx	animal_n1
osmosis	phenomenon_n1
osprey	bird_n1
ossification	phenomenon_n1
osteoarthritis	illness_n1
osteoporosis	state_n4
ostrich	person_n1
otter	material_n1
ounce	definite_quantity_n1
outbreak	event_n1
outcome	event_n1
outfit	clothing_n1
outgrowth	phenomenon_n1
outlet	artifact_n1
output	artifact_n1
ovary	plant_part_n1
oven	artifact_n1
overhang	artifact_n1
overload	artifact_n1
overview	message_n2
ovulation	phenomenon_n1
ovule	plant_part_n1
owl	bird_n1
owner	person_n1
ox	animal_n1
oxidation	phenomenon_n1
oxide	substance_n1
oxygen	element_n2
oxytocin	substance_n1
oyster	animal_n1
ozone	substance_n1
paca	animal_n1
pachyderm	animal_n1
pack	artifact_n1
packer	person_n1
pad	plant_part_n1
pademelon	animal_n1
page	material_n1
pain	knowledge_n1
paintbrush	device_n1
painter	person_n1
painting	artifact_n1
pair	definite_quantity_n1
pal	person_n1
palace	building_n1
paleontologist	person_n1
palm	body_part_n1
pan	artifact_n1
pancake	substance_n1
pancreas	body_part_n1
panda	animal_n1
pane	artifact_n1
pangolin	animal_n1
panic	feeling_n1
pansy	plant_n2
panther	animal_n1
pantry	artifact_n1
pap	message_n2
papa	person_n1
papaya	plant_n2
paper	material_n1
paperclip	device_n1
papilloma	illness_n1
parachute	equipment_n1
parade	event_n1
paragraph	written_language_n1
parakeet	bird_n1
paralysis	state_n4
paramecium	microorganism_n1
parameter	knowledge_n1
parasite	organism_n1
parathyroid	body_part_n1
parcel	artifact_n1
pardon	written_language_n1
parent	person_n1
park	location_n1
parliament	social_group_n1
parrot	bird_n1
parsley	plant_n2
participant	person_n1
participation	event_n1
particle	material_n1
partner	person_n1
party	social_group_n1
pascal	definite_quantity_n1
passage	action_n1
passageway	artifact_n1
passenger	person_n1
passion	feeling_n1
passport	message_n2
past	period_n1
pasta	substance_n1
pastry	food_n1
pasture	biom_n1
patch	location_n1
patent	written_language_n1
path	location_n1
pathogen	microorganism_n1
pathway	artifact_n1
patient	person_n1
patrol	social_group_n1
patrolman	person_n1
pattern	knowledge_n1
pavement	artifact_n1
paw	body_part_n1
pea	substance_n1
peace	state_n4
peach	plant_part_n1
peacock	insect_n1
peak	indefinite_quantity_n1
peanut	plant_n2
pear	plant_part_n1
pearl	artifact_n1
pecan	material_n1
peccary	animal_n1
pedal	artifact_n1
pedigree	social_group_n1
peel	plant_part_n1
peep	sound_n4
pelican	bird_n1
pellet	shape_n2
pelvis	body_part_n1
pelycosaur	animal_n1
pen	artifact_n1
penalty	event_n1
pencil	artifact_n1
pendulum	equipment_n1
penetration	activity_n1
penguin	bird_n1
penis	body_part_n1
penny	definite_quantity_n1
pepper	plant_n2
peppermint	plant_n2
pepsin	substance_n1
perception	knowledge_n1
perch	fish_n1
percussion	activity_n1
perforation	artifact_n1
performance	event_n1
performer	person_n1
perfume	artifact_n1
period	period_n1
periosteum	body_part_n1
periscope	device_n1
peristalsis	phenomenon_n1
periwinkle	plant_n2
permeability	property_n3
permission	message_n2
peroxide	substance_n1
person	person_n1
perspective	knowledge_n1
perspiration	substance_n1
pest	person_n1
pesticide	material_n1
pet	animal_n1
petal	plant_part_n1
petiole	plant_part_n1
petrol	substance_n1
petroleum	substance_n1
pewter	substance_n1
phagocytosis	phenomenon_n1
phantom	knowledge_n1
pharmacist	person_n1
pharynx	body_part_n1
phase	phenomenon_n1
phasmid	insect_n1
pheasant	bird_n1
phenomenon	phenomenon_n1
phenotype	property_n3
pheromone	substance_n1
philosopher	person_n1
phloem	plant_part_n1
phone	equipment_n1
phonograph	device_n1
phosphate	substance_n1
phospholipid	substance_n1
phosphorus	element_n2
photo	artifact_n1
photograph	artifact_n1
photographer	person_n1
photography	activity_n1
photosynthesis	phenomenon_n1
phototropism	phenomenon_n1
phylogeny	phenomenon_n1
phylum	social_group_n1
physician	person_n1
physiology	knowledge_n1
phytoplankton	plant_n2
pianist	person_n1
piano	device_n1
pickle	food_n1
pickup	transport_n1
picture	artifact_n1
pie	substance_n1
pier	artifact_n1
pig	animal_n1
pigeon	bird_n1
piglet	animal_n1
pigment	material_n1
pigweed	plant_n2
pika	animal_n1
pillar	device_n1
pillow	artifact_n1
pilot	person_n1
pilus	body_part_n1
pimple	knowledge_n1
pin	device_n1
pinch	state_n4
pine	plant_n2
pineapple	plant_n2
pinecone	plant_part_n1
pinocytosis	phenomenon_n1
pinworm	animal_n1
pinyon	plant_n2
pioneer	person_n1
pipe	artifact_n1
piper	person_n1
pipistrelle	animal_n1
piranha	person_n1
pirate	person_n1
pistachio	plant_part_n1
pistil	plant_part_n1
pistol	device_n1
piston	device_n1
pit	formation_n5
pitch	action_n1
pitcher	person_n1
pituitary	body_part_n1
pity	feeling_n1
pizza	food_n1
place	location_n1
placenta	plant_part_n1
plague	illness_n1
plaice	fish_n1
plane	transport_n1
plank	artifact_n1
plankton	organism_n1
plant	plant_n2
plantain	plant_n2
planter	person_n1
planula	animal_n1
plaque	artifact_n1
plasma	substance_n1
plasmodium	substance_n1
plaster	substance_n1
plastic	substance_n1
plastid	material_n1
plate	artifact_n1
plateau	formation_n5
platelet	substance_n1
platform	artifact_n1
platypus	animal_n1
player	person_n1
playground	location_n1
playroom	artifact_n1
plaything	artifact_n1
playtime	period_n1
pleasure	feeling_n1
plenty	property_n3
plight	state_n4
plot	knowledge_n1
plover	bird_n1
ploy	message_n2
plug	device_n1
plum	plant_part_n1
plumage	material_n1
plumber	person_n1
plume	material_n1
plunger	person_n1
pneumonia	illness_n1
poacher	person_n1
pocket	artifact_n1
poem	written_language_n1
poet	person_n1
poison	substance_n1
poisoning	state_n4
pole	artifact_n1
polecat	animal_n1
police	social_group_n1
policeman	person_n1
policewoman	person_n1
policy	knowledge_n1
polio	illness_n1
politician	person_n1
pollen	plant_part_n1
pollination	event_n1
pollinator	insect_n1
pollutant	material_n1
pollution	state_n4
polychaete	animal_n1
polymerase	substance_n1
polyp	illness_n1
polypeptide	substance_n1
polysaccharide	substance_n1
polystyrene	substance_n1
pond	water_n2
pony	animal_n1
poodle	animal_n1
pool	artifact_n1
popcorn	plant_n2
poppy	plant_n2
porcelain	artifact_n1
porcupine	animal_n1
pore	shape_n2
pork	substance_n1
porpoise	animal_n1
porridge	food_n1
port	location_n1
portrait	artifact_n1
position	location_n1
possession	activity_n1
possibility	knowledge_n1
possum	animal_n1
postcard	written_language_n1
posterior	body_part_n1
postman	person_n1
posture	property_n3
pot	artifact_n1
potassium	element_n2
potato	substance_n1
potency	quality_n1
potential	state_n4
potion	food_n1
potoroo	animal_n1
potter	person_n1
potto	animal_n1
pouch	artifact_n1
pound	definite_quantity_n1
poverty	state_n4
powder	substance_n1
power	phenomenon_n1
pox	illness_n1
prairie	biom_n1
prayer	activity_n1
precaution	action_n1
precipitation	phenomenon_n1
predation	activity_n1
predator	animal_n1
prediction	knowledge_n1
predisposition	state_n4
preference	feeling_n1
pregnancy	state_n4
preparation	activity_n1
prescription	message_n2
presence	state_n4
presentation	activity_n1
preservation	activity_n1
president	person_n1
pressure	phenomenon_n1
prestige	state_n4
prey	animal_n1
pride	feeling_n1
priest	state_n4
primate	animal_n1
primer	artifact_n1
prince	person_n1
princess	person_n1
principal	person_n1
principle	knowledge_n1
prism	shape_n2
prison	artifact_n1
prisoner	person_n1
privet	plant_n2
problem	state_n4
proboscis	body_part_n1
procedure	activity_n1
processor	equipment_n1
producer	event_n1
product	phenomenon_n1
production	event_n1
productivity	quality_n1
profession	social_group_n1
professor	person_n1
progesterone	substance_n1
programme	written_language_n1
progress	action_n1
projectile	device_n1
projection	knowledge_n1
prokaryote	organism_n1
prolactin	substance_n1
prominence	state_n4
promoter	person_n1
prong	artifact_n1
pronghorn	animal_n1
proof	knowledge_n1
propeller	device_n1
property	property_n3
proposal	message_n2
propulsion	phenomenon_n1
protection	activity_n1
protein	substance_n1
protest	event_n1
protist	microorganism_n1
protocol	knowledge_n1
protozoan	microorganism_n1
protractor	device_n1
protuberance	shape_n2
province	location_n1
psychoanalysis	activity_n1
puberty	period_n1
publication	artifact_n1
pudding	food_n1
puddle	water_n2
puffball	plant_n2
puffin	bird_n1
pulse	event_n1
pumice	material_n1
pumpkin	plant_n2
pup	animal_n1
pupa	insect_n1
pupil	person_n1
puppet	artifact_n1
puppy	animal_n1
purification	action_n1
purpose	knowledge_n1
purse	artifact_n1
pursuit	action_n1
pygmy	person_n1
pylon	artifact_n1
pyrite	material_n1
python	animal_n1
quack	person_n1
quad	body_part_n1
quake	phenomenon_n1
qualification	quality_n1
quality	quality_n1
quart	definite_quantity_n1
quarter	definite_quantity_n1
quartz	substance_n1
queen	insect_n1
quest	knowledge_n1
questionnaire	written_language_n1
quicksand	state_n4
quill	artifact_n1
quilt	artifact_n1
quota	definite_quantity_n1
rabbit	animal_n1
rabies	illness_n1
raccoon	animal_n1
rack	artifact_n1
racket	sound_n4
radar	measuring_instrument_n1
radiation	phenomenon_n1
radicle	body_part_n1
radio	artifact_n1
radius	property_n3
raffia	material_n1
raft	artifact_n1
rag	artifact_n1
rage	feeling_n1
ragweed	plant_n2
raid	activity_n1
raider	person_n1
rail	artifact_n1
railroad	social_group_n1
railway	social_group_n1
rain	phenomenon_n1
rainbow	shape_n2
raindrop	indefinite_quantity_n1
rainfall	phenomenon_n1
rainforest	biom_n1
rainstorm	phenomenon_n1
rainwater	substance_n1
raisin	plant_part_n1
ramp	device_n1
ranch	location_n1
range	property_n3
rapeseed	plant_part_n1
raptor	bird_n1
rarefaction	event_n1
rascal	person_n1
raspberry	plant_n2
rat	animal_n1
ration	food_n1
rattlesnake	animal_n1
ravine	formation_n5
ravioli	substance_n1
ray	phenomenon_n1
razor	tool_n1
reactant	material_n1
reaction	phenomenon_n1
reactivity	sense_n3
reactor	device_n1
reader	person_n1
reality	knowledge_n1
realization	knowledge_n1
realm	state_n4
receiver	equipment_n1
receptionist	person_n1
receptor	body_part_n1
recipe	message_n2
recipient	person_n1
reclamation	action_n1
recollection	knowledge_n1
recommendation	message_n2
recorder	equipment_n1
recreation	activity_n1
rectangle	shape_n2
rectum	body_part_n1
reduction	action_n1
redwood	material_n1
reed	plant_n2
reef	formation_n5
ref	person_n1
referee	person_n1
reference	message_n2
referral	message_n2
refinery	artifact_n1
reflection	knowledge_n1
reflector	device_n1
reflex	phenomenon_n1
reform	action_n1
refraction	phenomenon_n1
refrigeration	phenomenon_n1
refrigerator	artifact_n1
regeneration	phenomenon_n1
regent	person_n1
region	location_n1
regulation	message_n2
regulator	device_n1
rehearsal	activity_n1
rein	artifact_n1
reindeer	animal_n1
relative	person_n1
relativity	knowledge_n1
relief	feeling_n1
religion	quality_n1
remediation	action_n1
remora	fish_n1
remorse	feeling_n1
removal	action_n1
repetition	event_n1
replacement	event_n1
replication	activity_n1
reporter	person_n1
representation	knowledge_n1
representative	person_n1
reproduction	phenomenon_n1
reptile	animal_n1
republic	social_group_n1
repulsion	phenomenon_n1
reputation	state_n4
requirement	event_n1
rescuer	person_n1
researcher	person_n1
resemblance	quality_n1
resentment	feeling_n1
reservoir	indefinite_quantity_n1
residence	location_n1
residue	substance_n1
resin	substance_n1
resistance	phenomenon_n1
resistor	device_n1
resolution	written_language_n1
resonance	phenomenon_n1
resonator	artifact_n1
resource	quality_n1
resourcefulness	quality_n1
respiration	phenomenon_n1
response	phenomenon_n1
responsibility	event_n1
restaurant	building_n1
restraint	activity_n1
restriction	knowledge_n1
result	phenomenon_n1
retention	activity_n1
retina	body_part_n1
reunion	social_group_n1
reversal	action_n1
revision	action_n1
revolution	event_n1
reward	event_n1
rhea	bird_n1
rhesus	animal_n1
rhino	animal_n1
rhinoceros	animal_n1
rhizoid	material_n1
rhizome	plant_part_n1
rhubarb	substance_n1
rib	device_n1
ribosome	body_part_n1
rice	food_n1
rider	person_n1
ridge	formation_n5
ridley	animal_n1
rifle	device_n1
rig	equipment_n1
right	knowledge_n1
rigidity	property_n3
rim	shape_n2
rind	plant_part_n1
ring	property_n3
ringtail	animal_n1
ringworm	phenomenon_n1
riot	action_n1
ripple	event_n1
rite	activity_n1
river	water_n2
riverbank	formation_n5
road	artifact_n1
roadrunner	bird_n1
roadside	artifact_n1
roadway	artifact_n1
robber	person_n1
robbery	activity_n1
robe	clothing_n1
robin	bird_n1
robot	device_n1
rocker	person_n1
rocket	transport_n1
rodent	animal_n1
role	activity_n1
roller	action_n1
roof	artifact_n1
room	artifact_n1
rooster	bird_n1
root	plant_part_n1
rope	artifact_n1
rose	plant_n2
rosemary	plant_n2
rosette	artifact_n1
rotation	action_n1
rotifer	animal_n1
rotter	person_n1
roughness	property_n3
rounder	person_n1
roundworm	phenomenon_n1
route	location_n1
routine	activity_n1
rowan	plant_n2
rubber	material_n1
rubble	material_n1
rubric	message_n2
ruby	artifact_n1
rucksack	artifact_n1
rudder	device_n1
rug	artifact_n1
rule	knowledge_n1
ruler	measuring_instrument_n1
runner	person_n1
runoff	event_n1
runway	artifact_n1
rust	substance_n1
sac	shape_n2
saddle	device_n1
saddleback	location_n1
safety	state_n4
saguaro	plant_n2
saiga	animal_n1
sail	artifact_n1
sailboat	transport_n1
sailor	person_n1
salad	food_n1
salamander	animal_n1
sale	event_n1
salinity	knowledge_n1
saliva	substance_n1
sally	message_n2
salmon	fish_n1
salmonberry	plant_n2
salmonella	microorganism_n1
salt	substance_n1
saltiness	knowledge_n1
saltwater	substance_n1
sambar	animal_n1
sample	knowledge_n1
sanctuary	location_n1
sand	material_n1
sandal	artifact_n1
sandstone	material_n1
sandwich	food_n1
sardine	substance_n1
satellite	equipment_n1
sauce	food_n1
saucepan	artifact_n1
saucer	shape_n2
sauropod	animal_n1
sausage	substance_n1
savanna	biom_n1
savannah	biom_n1
saver	person_n1
sawdust	material_n1
sawyer	person_n1
saxifrage	plant_n2
scaffold	artifact_n1
scallywag	person_n1
scar	knowledge_n1
scarcity	property_n3
scarecrow	artifact_n1
scarf	clothing_n1
scavenger	animal_n1
scenario	message_n2
scene	location_n1
scenery	location_n1
scent	knowledge_n1
schedule	knowledge_n1
schematic	artifact_n1
schizophrenia	state_n4
school	social_group_n1
science	knowledge_n1
scientist	person_n1
scimitar	device_n1
sclerosis	state_n4
scone	substance_n1
scoop	artifact_n1
scooter	transport_n1
scope	property_n3
score	auditory_communication_n1
scorpion	animal_n1
scratch	shape_n2
screen	artifact_n1
screw	device_n1
scroll	written_language_n1
scrotum	body_part_n1
scuffle	event_n1
sculpture	shape_n2
sea	water_n2
seabird	bird_n1
seafood	substance_n1
seagull	bird_n1
seal	device_n1
seashore	formation_n5
season	period_n1
seat	location_n1
seawater	substance_n1
seaweed	microorganism_n1
sebum	substance_n1
secretary	person_n1
secretion	phenomenon_n1
security	state_n4
sediment	substance_n1
sedimentation	phenomenon_n1
seed	plant_part_n1
seedling	plant_n2
seer	person_n1
seesaw	artifact_n1
segmentation	action_n1
segregation	event_n1
seizure	event_n1
selection	action_n1
self	state_n4
semen	substance_n1
senate	social_group_n1
senator	person_n1
sensation	knowledge_n1
sense	sense_n3
sensitivity	sense_n3
sensor	device_n1
sepal	plant_part_n1
separation	action_n1
septum	body_part_n1
sequoia	material_n1
sergeant	person_n1
serotine	animal_n1
serpent	animal_n1
serval	animal_n1
servant	person_n1
server	person_n1
service	activity_n1
serviceman	person_n1
serving	indefinite_quantity_n1
seta	body_part_n1
sett	artifact_n1
setting	location_n1
settler	person_n1
setup	equipment_n1
severity	property_n3
sewage	material_n1
sewer	artifact_n1
sex	property_n3
sextant	measuring_instrument_n1
shack	artifact_n1
shade	state_n4
shadow	state_n4
shaft	artifact_n1
shale	material_n1
shame	feeling_n1
shampoo	substance_n1
shamrock	plant_n2
shape	property_n3
shark	fish_n1
sharpness	quality_n1
shaving	action_n1
shawl	clothing_n1
shear	event_n1
sheath	artifact_n1
sheen	property_n3
sheep	animal_n1
shelf	device_n1
shell	body_part_n1
shellfish	substance_n1
shelter	artifact_n1
shepherd	person_n1
sheriff	person_n1
shield	artifact_n1
shingle	artifact_n1
ship	transport_n1
shirt	clothing_n1
shock	feeling_n1
shoe	artifact_n1
shoot	plant_part_n1
shooter	person_n1
shop	location_n1
shopkeeper	person_n1
shopper	person_n1
shore	formation_n5
shorebird	bird_n1
shoreline	location_n1
shortage	property_n3
shortness	property_n3
shot	activity_n1
shoulder	body_part_n1
shower	artifact_n1
showroom	artifact_n1
shrew	person_n1
shrimp	substance_n1
shrub	biom_n1
shuttle	transport_n1
sibling	person_n1
sickle	tool_n1
sickness	illness_n1
side	location_n1
siderite	material_n1
sidewalk	artifact_n1
sieve	device_n1
sight	sense_n3
sighting	activity_n1
signatory	person_n1
significance	quality_n1
sika	animal_n1
silence	state_n4
silica	substance_n1
silicon	element_n2
silk	artifact_n1
silt	material_n1
silverfish	insect_n1
silverware	artifact_n1
similarity	quality_n1
simulation	knowledge_n1
singer	person_n1
sinkhole	formation_n5
sip	phenomenon_n1
sister	person_n1
site	location_n1
situation	state_n4
size	property_n3
skeleton	body_part_n1
sketch	artifact_n1
skier	person_n1
skill	knowledge_n1
skin	body_part_n1
skink	animal_n1
skirt	artifact_n1
skull	body_part_n1
skunk	animal_n1
slab	artifact_n1
slate	material_n1
slave	person_n1
sled	transport_n1
sleet	phenomenon_n1
sleeve	artifact_n1
sleigh	transport_n1
slice	indefinite_quantity_n1
slime	substance_n1
sling	artifact_n1
slipper	artifact_n1
slit	artifact_n1
slope	formation_n5
slot	artifact_n1
sloth	animal_n1
slug	animal_n1
smallmouth	fish_n1
smasher	person_n1
smell	knowledge_n1
smith	person_n1
smog	state_n4
smoke	phenomenon_n1
smoker	person_n1
smoothie	food_n1
snack	food_n1
snail	animal_n1
snake	animal_n1
snakebite	state_n4
snapdragon	plant_n2
snook	fish_n1
snout	body_part_n1
snow	phenomenon_n1
snowball	artifact_n1
snowdrop	plant_n2
snowfall	phenomenon_n1
snowflake	substance_n1
snowshoe	device_n1
snowstorm	phenomenon_n1
soap	substance_n1
soccer	activity_n1
society	social_group_n1
sock	clothing_n1
socket	artifact_n1
soda	food_n1
sodium	element_n2
sofa	artifact_n1
software	written_language_n1
solace	state_n4
soldier	person_n1
sole	body_part_n1
solubility	quality_n1
solute	substance_n1
solution	message_n2
solvent	substance_n1
somebody	person_n1
someone	person_n1
somersault	action_n1
son	person_n1
song	auditory_communication_n1
songbird	bird_n1
soot	element_n2
sophisticate	person_n1
sorrow	feeling_n1
sort	knowledge_n1
sound	phenomenon_n1
soup	food_n1
source	location_n1
soy	plant_n2
soya	plant_n2
soybean	plant_n2
spacecraft	equipment_n1
spaceman	person_n1
spaceship	equipment_n1
spaghetti	substance_n1
sparrow	bird_n1
spatula	artifact_n1
speaker	person_n1
spear	device_n1
specialist	person_n1
specialization	action_n1
specialty	quality_n1
speciation	phenomenon_n1
specification	message_n2
specimen	knowledge_n1
speck	artifact_n1
spectator	person_n1
spell	auditory_communication_n1
spermatogenesis	phenomenon_n1
sphere	artifact_n1
sphincter	body_part_n1
spice	substance_n1
spicule	body_part_n1
spider	animal_n1
spike	event_n1
spinach	plant_n2
spindle	material_n1
spine	body_part_n1
spinner	person_n1
spiracle	body_part_n1
spiral	shape_n2
spire	artifact_n1
spirogyra	microorganism_n1
spleen	body_part_n1
split	action_n1
spoke	device_n1
sponge	material_n1
spoon	artifact_n1
sporangium	plant_part_n1
spore	plant_part_n1
sporophyte	plant_n2
sporozoan	microorganism_n1
sport	activity_n1
spot	quality_n1
spree	action_n1
spring	period_n1
springbok	animal_n1
springtail	insect_n1
sprinkler	device_n1
spruce	plant_n2
spur	shape_n2
spy	person_n1
squad	social_group_n1
square	shape_n2
squash	activity_n1
squid	animal_n1
squirrel	animal_n1
stability	quality_n1
stable	building_n1
staff	social_group_n1
stage	period_n1
stair	device_n1
staircase	artifact_n1
stalk	material_n1
stall	artifact_n1
stamen	plant_part_n1
stance	property_n3
standstill	state_n4
staphylococcus	microorganism_n1
staple	device_n1
starch	substance_n1
starfish	animal_n1
starlight	phenomenon_n1
starling	bird_n1
starter	device_n1
starvation	state_n4
state	state_n4
statement	message_n2
station	artifact_n1
statistic	knowledge_n1
statue	shape_n2
stature	state_n4
status	state_n4
statute	written_language_n1
staurikosaurus	animal_n1
steak	substance_n1
steam	substance_n1
steamer	transport_n1
steed	animal_n1
steel	substance_n1
steenbok	animal_n1
stem	plant_part_n1
step	action_n1
stepfather	person_n1
stepmother	person_n1
steppe	biom_n1
stepson	person_n1
stereo	equipment_n1
sterilization	activity_n1
sternum	body_part_n1
steroid	substance_n1
stethoscope	device_n1
stew	food_n1
steward	person_n1
stick	plant_part_n1
stickleback	fish_n1
stiffness	property_n3
stigma	plant_part_n1
stilt	device_n1
stimulant	knowledge_n1
stimulation	action_n1
stimulus	knowledge_n1
sting	state_n4
stinger	food_n1
stingray	fish_n1
stoat	animal_n1
stock	animal_n1
stolon	plant_part_n1
stoma	shape_n2
stomach	body_part_n1
stomate	shape_n2
stonefish	fish_n1
stonewort	microorganism_n1
stool	artifact_n1
stopper	artifact_n1
storage	activity_n1
stork	bird_n1
storm	phenomenon_n1
story	message_n2
stove	artifact_n1
stowaway	person_n1
strand	knowledge_n1
strap	artifact_n1
strategy	knowledge_n1
stratosphere	location_n1
stratum	location_n1
stratus	phenomenon_n1
straw	material_n1
strawberry	plant_part_n1
streak	artifact_n1
stream	water_n2
streambed	formation_n5
streamer	artifact_n1
street	artifact_n1
strength	property_n3
stretcher	artifact_n1
stride	action_n1
strike	activity_n1
string	artifact_n1
stripe	artifact_n1
stroller	transport_n1
stroma	plant_part_n1
structure	artifact_n1
stud	animal_n1
student	person_n1
studio	location_n1
stuff	material_n1
stump	plant_part_n1
stunt	action_n1
style	knowledge_n1
stylet	body_part_n1
subdivision	location_n1
subject	message_n2
sublimation	event_n1
subsidence	event_n1
substance	substance_n1
substitution	event_n1
substrate	substance_n1
suburb	location_n1
success	event_n1
succession	property_n3
sucker	plant_part_n1
sugar	food_n1
suggestion	knowledge_n1
suicide	action_n1
suit	clothing_n1
suitability	quality_n1
suitcase	artifact_n1
sulfide	substance_n1
sulfur	element_n2
sulphur	element_n2
sultan	person_n1
summary	message_n2
summer	period_n1
summit	state_n4
sunburn	illness_n1
sundew	plant_n2
sunfish	substance_n1
sunflower	plant_n2
sunlight	phenomenon_n1
sunrise	knowledge_n1
sunscreen	artifact_n1
sunset	event_n1
sunshine	phenomenon_n1
sunspot	location_n1
superman	person_n1
supermarket	artifact_n1
superstar	person_n1
supervision	event_n1
supervisor	person_n1
supper	food_n1
supplier	person_n1
suppressor	person_n1
surf	event_n1
surface	artifact_n1
surfer	person_n1
surgery	knowledge_n1
surplus	property_n3
surprise	event_n1
surveillance	activity_n1
surveyor	person_n1
survival	state_n4
survivor	person_n1
suspension	substance_n1
suspicion	knowledge_n1
sustenance	food_n1
swab	artifact_n1
swan	bird_n1
sweater	clothing_n1
sweatshirt	clothing_n1
sweeper	person_n1
sweetener	food_n1
sweetness	knowledge_n1
swimmer	person_n1
sword	device_n1
swordfish	substance_n1
symmetry	property_n3
symptom	knowledge_n1
synapsid	animal_n1
syndrome	knowledge_n1
synthesis	phenomenon_n1
syphilis	illness_n1
syrup	food_n1
tab	artifact_n1
table	artifact_n1
tadpole	animal_n1
tail	body_part_n1
takeover	event_n1
takin	animal_n1
talapoin	animal_n1
talc	material_n1
tale	message_n2
talent	knowledge_n1
tally	activity_n1
talon	body_part_n1
tamandua	animal_n1
tamarin	animal_n1
tanager	bird_n1
tangle	state_n4
tank	transport_n1
tanker	transport_n1
tantrum	feeling_n1
tape	measuring_instrument_n1
tapeworm	animal_n1
tapir	animal_n1
taproot	plant_part_n1
tarantula	animal_n1
tarsier	animal_n1
task	activity_n1
taste	knowledge_n1
taster	person_n1
tattoo	artifact_n1
taxi	transport_n1
tayra	animal_n1
tea	food_n1
teacher	person_n1
teacup	artifact_n1
team	social_group_n1
teapot	artifact_n1
tear	indefinite_quantity_n1
teaspoon	indefinite_quantity_n1
technician	person_n1
technique	knowledge_n1
technology	activity_n1
teddy	artifact_n1
teenager	person_n1
telephone	equipment_n1
telescope	device_n1
television	artifact_n1
teller	person_n1
