Loading files... 
  Starting freebase_mtr100_mte100-train.txt
  Finished freebase_mtr100_mte100-train.txt, still running: 0
Loaded 483142 facts in 3.69 s using -213 MB
Using HeadCoverage as pruning metric with minimum threshold 0.01
Using recursivity limit 3
Default mining assistant that defines support by counting support on both head variables
No minimum threshold on standard confidence
Filtering on PCA confidence with minimum threshold 0.1
Constants in the arguments of relations are disabled
Lossless (query refinement) heuristics enabled
Starting the mining phase... Using 8 threads
Rule	Head Coverage	Std Confidence	PCA Confidence	Positive Examples	Body size	PCA Body size	Functional variable	Std. Lower Bound	PCA Lower Bound	PCA Conf estimation
?a  /award/award_nominee/award_nominations./award/award_nomination/award_nominee  ?f  ?f  /people/person/profession  ?b   => ?a  /people/person/profession  ?b	0.332846339	0.235226237	0.257461942	3873	16465	15043	?a	0.0	0.0	0.0
?a  /award/award_nominee/award_nominations./award/award_nomination/award_nominee  ?f  ?b  /people/profession/people_with_this_profession  ?f   => ?a  /people/person/profession  ?b	0.330955655	0.23550636	0.258300355	3851	16352	14909	?a	0.0	0.0	0.0
?a  /award/award_winner/awards_won./award/award_honor/award_winner  ?f  ?f  /people/person/profession  ?b   => ?a  /people/person/profession  ?b	0.203162599	0.252645079	0.277139508	2364	9357	8530	?a	0.0	0.0	0.0
?a  /award/award_winner/awards_won./award/award_honor/award_winner  ?f  ?b  /people/profession/people_with_this_profession  ?f   => ?a  /people/person/profession  ?b	0.203420419	0.25569839	0.280317385	2367	9257	8444	?a	0.0	0.0	0.0
?a  /base/popstra/celebrity/dated./base/popstra/dated/participant  ?f  ?f  /people/person/profession  ?b   => ?a  /people/person/profession  ?b	0.070213132	0.258626148	0.268485048	817	3159	3043	?a	0.0	0.0	0.0
?a  /base/popstra/celebrity/dated./base/popstra/dated/participant  ?f  ?b  /people/profession/people_with_this_profession  ?f   => ?a  /people/person/profession  ?b	0.070470952	0.265114775	0.275167785	820	3093	2980	?a	0.0	0.0	0.0
?a  /influence/influence_node/influenced_by  ?f  ?f  /people/person/profession  ?b   => ?a  /people/person/profession  ?b	0.076228945	0.277014366	0.304601648	887	3202	2912	?a	0.0	0.0	0.0
?a  /influence/influence_node/influenced_by  ?f  ?b  /people/profession/people_with_this_profession  ?f   => ?a  /people/person/profession  ?b	0.073564799	0.271659791	0.29867411	856	3151	2866	?a	0.0	0.0	0.0
?a  /base/popstra/celebrity/friendship./base/popstra/friendship/participant  ?f  ?f  /people/person/profession  ?b   => ?a  /people/person/profession  ?b	0.096081128	0.298611111	0.30430049	1118	3744	3674	?a	0.0	0.0	0.0
?a  /base/popstra/celebrity/friendship./base/popstra/friendship/participant  ?f  ?b  /people/profession/people_with_this_profession  ?f   => ?a  /people/person/profession  ?b	0.095909247	0.301052064	0.307015131	1116	3707	3635	?a	0.0	0.0	0.0
?a  /influence/influence_node/influenced  ?f  ?f  /people/person/profession  ?b   => ?a  /people/person/profession  ?b	0.063681678	0.243669845	0.261560184	741	3041	2833	?a	0.0	0.0	0.0
?a  /influence/influence_node/influenced  ?f  ?b  /people/profession/people_with_this_profession  ?f   => ?a  /people/person/profession  ?b	0.060845651	0.23718593	0.254951386	708	2985	2777	?a	0.0	0.0	0.0
?a  /film/actor/film./film/performance/special_performance_type  ?f  ?f  /film/special_film_performance_type/film_performance_type./film/performance/character  ?b   => ?a  /people/person/profession  ?b	0.015898934	0.304276316	0.318416523	185	608	581	?a	0.0	0.0	0.0
?f  /people/person/profession  ?b  ?a  /people/person/spouse_s./people/marriage/spouse  ?f   => ?a  /people/person/profession  ?b	0.03231351	0.326105811	0.347183749	376	1153	1083	?a	0.0	0.0	0.0
?a  /people/person/spouse_s./people/marriage/spouse  ?f  ?b  /people/profession/people_with_this_profession  ?f   => ?a  /people/person/profession  ?b	0.030422826	0.316071429	0.338432122	354	1120	1046	?a	0.0	0.0	0.0
?a  /base/popstra/celebrity/canoodled./base/popstra/canoodled/participant  ?f  ?f  /people/person/profession  ?b   => ?a  /people/person/profession  ?b	0.030680646	0.283783784	0.289772727	357	1258	1232	?a	0.0	0.0	0.0
?a  /base/popstra/celebrity/canoodled./base/popstra/canoodled/participant  ?f  ?b  /people/profession/people_with_this_profession  ?f   => ?a  /people/person/profession  ?b	0.031368168	0.292702486	0.29771615	365	1247	1226	?a	0.0	0.0	0.0
?a  /film/person_or_entity_appearing_in_film/films./film/personal_film_appearance/type_of_appearance  ?f  ?f  /film/special_film_performance_type/film_performance_type./film/performance/character  ?b   => ?a  /people/person/profession  ?b	0.012547267	0.748717949	0.806629834	146	195	181	?a	0.0	0.0	0.0
?a  /celebrities/celebrity/sexual_relationships./celebrities/romantic_relationship/celebrity  ?f  ?f  /people/person/profession  ?b   => ?a  /people/person/profession  ?b	0.019336542	0.306957708	0.31424581	225	733	716	?a	0.0	0.0	0.0
?a  /celebrities/celebrity/sexual_relationships./celebrities/romantic_relationship/celebrity  ?f  ?b  /people/profession/people_with_this_profession  ?f   => ?a  /people/person/profession  ?b	0.017188037	0.29154519	0.298507463	200	686	670	?a	0.0	0.0	0.0
?a  /celebrities/celebrity/celebrity_friends./celebrities/friendship/friend  ?f  ?f  /people/person/profession  ?b   => ?a  /people/person/profession  ?b	0.021055345	0.331081081	0.332880435	245	740	736	?a	0.0	0.0	0.0
?a  /celebrities/celebrity/celebrity_friends./celebrities/friendship/friend  ?f  ?b  /people/profession/people_with_this_profession  ?f   => ?a  /people/person/profession  ?b	0.019938123	0.326300985	0.327221439	232	711	709	?a	0.0	0.0	0.0
?a  /base/popstra/celebrity/breakup./base/popstra/breakup/participant  ?f  ?f  /people/person/profession  ?b   => ?a  /people/person/profession  ?b	0.011344105	0.317307692	0.319612591	132	416	413	?a	0.0	0.0	0.0
?a  /base/popstra/celebrity/breakup./base/popstra/breakup/participant  ?f  ?b  /people/profession/people_with_this_profession  ?f   => ?a  /people/person/profession  ?b	0.011086284	0.302107728	0.304245283	129	427	424	?a	0.0	0.0	0.0
?a  /influence/influence_node/peers./influence/peer_relationship/peers  ?f  ?f  /people/person/profession  ?b   => ?a  /people/person/profession  ?b	0.014953592	0.361746362	0.372591006	174	481	467	?a	0.0	0.0	0.0
?a  /influence/influence_node/peers./influence/peer_relationship/peers  ?f  ?b  /people/profession/people_with_this_profession  ?f   => ?a  /people/person/profession  ?b	0.015727054	0.37195122	0.385263158	183	492	475	?a	0.0	0.0	0.0
?f  /people/person/profession  ?b  ?a  /people/person/sibling_s./people/sibling_relationship/sibling  ?f   => ?a  /people/person/profession  ?b	0.012891028	0.454545455	0.46875	150	330	320	?a	0.0	0.0	0.0
?a  /people/person/sibling_s./people/sibling_relationship/sibling  ?f  ?b  /people/profession/people_with_this_profession  ?f   => ?a  /people/person/profession  ?b	0.01375043	0.462427746	0.47761194	160	346	335	?a	0.0	0.0	0.0
?e  /film/special_film_performance_type/film_performance_type./film/performance/actor  ?a  ?e  /film/special_film_performance_type/film_performance_type./film/performance/character  ?b   => ?a  /people/person/profession  ?b	0.015641114	0.322695035	0.337662338	182	564	539	?a	0.0	0.0	0.0
?e  /film/personal_film_appearance_type/film_appearances./film/personal_film_appearance/person  ?a  ?e  /film/special_film_performance_type/film_performance_type./film/performance/character  ?b   => ?a  /people/person/profession  ?b	0.012547267	0.748717949	0.797814208	146	195	183	?a	0.0	0.0	0.0
?e  /award/award_category/disciplines_or_subjects  ?b  ?e  /award/award_category/nominees./award/award_nomination/award_nominee  ?a   => ?a  /people/person/profession  ?b	0.010140942	0.094627105	0.101899827	118	1247	1158	?a	0.0	0.0	0.0
?e  /dataworld/gardening_hint/split_to  ?b  ?e  /people/profession/people_with_this_profession  ?a   => ?a  /people/person/profession  ?b	0.201014094	0.740189873	0.770421607	2339	3160	3036	?a	0.0	0.0	0.0
?e  /people/profession/people_with_this_profession  ?a  ?e  /people/profession/specialization_of  ?b   => ?a  /people/person/profession  ?b	0.091870058	0.311843641	0.316459443	1069	3428	3378	?a	0.0	0.0	0.0
?e  /award/award_winner/awards_won./award/award_honor/award_winner  ?a  ?e  /people/person/profession  ?b   => ?a  /people/person/profession  ?b	0.205826745	0.253412337	0.278326554	2395	9451	8605	?a	0.0	0.0	0.0
?e  /award/award_winner/awards_won./award/award_honor/award_winner  ?a  ?b  /people/profession/people_with_this_profession  ?e   => ?a  /people/person/profession  ?b	0.205568924	0.255337319	0.280619427	2392	9368	8524	?a	0.0	0.0	0.0
?e  /award/award_nominee/award_nominations./award/award_nomination/award_nominee  ?a  ?e  /people/person/profession  ?b   => ?a  /people/person/profession  ?b	0.331729117	0.234778906	0.257042019	3860	16441	15017	?a	0.0	0.0	0.0
?e  /base/popstra/celebrity/dated./base/popstra/dated/participant  ?a  ?e  /people/person/profession  ?b   => ?a  /people/person/profession  ?b	0.06935373	0.260322581	0.270805369	807	3100	2980	?a	0.0	0.0	0.0
?e  /base/popstra/celebrity/dated./base/popstra/dated/participant  ?a  ?b  /people/profession/people_with_this_profession  ?e   => ?a  /people/person/profession  ?b	0.068752149	0.264550265	0.275862069	800	3024	2900	?a	0.0	0.0	0.0
?e  /influence/influence_node/influenced  ?a  ?e  /people/person/profession  ?b   => ?a  /people/person/profession  ?b	0.073135098	0.269816107	0.293650794	851	3154	2898	?a	0.0	0.0	0.0
?e  /influence/influence_node/influenced  ?a  ?b  /people/profession/people_with_this_profession  ?e   => ?a  /people/person/profession  ?b	0.071244414	0.266645224	0.290062981	829	3109	2858	?a	0.0	0.0	0.0
?e  /base/popstra/celebrity/friendship./base/popstra/friendship/participant  ?a  ?e  /people/person/profession  ?b   => ?a  /people/person/profession  ?b	0.095995187	0.301891892	0.308052951	1117	3700	3626	?a	0.0	0.0	0.0
?e  /base/popstra/celebrity/friendship./base/popstra/friendship/participant  ?a  ?b  /people/profession/people_with_this_profession  ?e   => ?a  /people/person/profession  ?b	0.09737023	0.307880435	0.314372919	1133	3680	3604	?a	0.0	0.0	0.0
?e  /people/person/profession  ?b  ?e  /people/person/spouse_s./people/marriage/spouse  ?a   => ?a  /people/person/profession  ?b	0.031969749	0.325174825	0.344125809	372	1144	1081	?a	0.0	0.0	0.0
?e  /people/person/spouse_s./people/marriage/spouse  ?a  ?b  /people/profession/people_with_this_profession  ?e   => ?a  /people/person/profession  ?b	0.030079065	0.3125	0.330812854	350	1120	1058	?a	0.0	0.0	0.0
?e  /influence/influence_node/influenced_by  ?a  ?e  /people/person/profession  ?b   => ?a  /people/person/profession  ?b	0.062822276	0.241732804	0.259219858	731	3024	2820	?a	0.0	0.0	0.0
?e  /influence/influence_node/influenced_by  ?a  ?b  /people/profession/people_with_this_profession  ?e   => ?a  /people/person/profession  ?b	0.061017532	0.238575269	0.255948089	710	2976	2774	?a	0.0	0.0	0.0
?e  /base/popstra/celebrity/canoodled./base/popstra/canoodled/participant  ?a  ?e  /people/person/profession  ?b   => ?a  /people/person/profession  ?b	0.030938467	0.281030445	0.28685259	360	1281	1255	?a	0.0	0.0	0.0
?e  /base/popstra/celebrity/canoodled./base/popstra/canoodled/participant  ?a  ?b  /people/profession/people_with_this_profession  ?e   => ?a  /people/person/profession  ?b	0.031110347	0.290064103	0.295028525	362	1248	1227	?a	0.0	0.0	0.0
?e  /celebrities/celebrity/sexual_relationships./celebrities/romantic_relationship/celebrity  ?a  ?e  /people/person/profession  ?b   => ?a  /people/person/profession  ?b	0.019078721	0.30876217	0.318051576	222	719	698	?a	0.0	0.0	0.0
?e  /celebrities/celebrity/sexual_relationships./celebrities/romantic_relationship/celebrity  ?a  ?b  /people/profession/people_with_this_profession  ?e   => ?a  /people/person/profession  ?b	0.017188037	0.296296296	0.303951368	200	675	658	?a	0.0	0.0	0.0
?e  /celebrities/celebrity/celebrity_friends./celebrities/friendship/friend  ?a  ?e  /people/person/profession  ?b   => ?a  /people/person/profession  ?b	0.020969405	0.330175913	0.333333333	244	739	732	?a	0.0	0.0	0.0
?e  /celebrities/celebrity/celebrity_friends./celebrities/friendship/friend  ?a  ?b  /people/profession/people_with_this_profession  ?e   => ?a  /people/person/profession  ?b	0.019594362	0.322946176	0.324786325	228	706	702	?a	0.0	0.0	0.0
?e  /influence/influence_node/peers./influence/peer_relationship/peers  ?a  ?e  /people/person/profession  ?b   => ?a  /people/person/profession  ?b	0.015125473	0.356275304	0.365904366	176	494	481	?a	0.0	0.0	0.0
?e  /influence/influence_node/peers./influence/peer_relationship/peers  ?a  ?b  /people/profession/people_with_this_profession  ?e   => ?a  /people/person/profession  ?b	0.015641114	0.36039604	0.372188139	182	505	489	?a	0.0	0.0	0.0
?e  /base/popstra/celebrity/breakup./base/popstra/breakup/participant  ?a  ?e  /people/person/profession  ?b   => ?a  /people/person/profession  ?b	0.011258164	0.301843318	0.301843318	131	434	434	?a	0.0	0.0	0.0
?e  /base/popstra/celebrity/breakup./base/popstra/breakup/participant  ?a  ?b  /people/profession/people_with_this_profession  ?e   => ?a  /people/person/profession  ?b	0.010656583	0.279909707	0.279909707	124	443	443	?a	0.0	0.0	0.0
?e  /people/person/profession  ?b  ?e  /people/person/sibling_s./people/sibling_relationship/sibling  ?a   => ?a  /people/person/profession  ?b	0.012891028	0.458715596	0.46875	150	327	320	?a	0.0	0.0	0.0
?e  /people/person/sibling_s./people/sibling_relationship/sibling  ?a  ?b  /people/profession/people_with_this_profession  ?e   => ?a  /people/person/profession  ?b	0.01409419	0.46991404	0.480938416	164	349	341	?a	0.0	0.0	0.0
?e  /award/award_nominee/award_nominations./award/award_nomination/award_nominee  ?a  ?b  /people/profession/people_with_this_profession  ?e   => ?a  /people/person/profession  ?b	0.329838432	0.234453268	0.25710075	3838	16370	14928	?a	0.0	0.0	0.0
?a  /award/award_category/winners./award/award_honor/award_winner  ?b  ?b  /award/award_winner/awards_won./award/award_honor/award  ?a   => ?a  /award/award_category/nominees./award/award_nomination/award_nominee  ?b	0.259822456	0.679346658	0.710976158	3161	4653	4446	?b	0.0	0.0	0.0
?b  /award/award_nominee/award_nominations./award/award_nomination/nominated_for  ?f  ?f  /award/award_winning_work/awards_won./award/award_honor/award  ?a   => ?a  /award/award_category/nominees./award/award_nomination/award_nominee  ?b	0.157816867	0.110142267	0.115363817	1920	17432	16643	?b	0.0	0.0	0.0
?f  /award/award_nominated_work/award_nominations./award/award_nomination/award  ?a  ?b  /award/award_nominee/award_nominations./award/award_nomination/nominated_for  ?f   => ?a  /award/award_category/nominees./award/award_nomination/award_nominee  ?b	0.353033043	0.116269626	0.121982391	4295	36940	35210	?b	0.0	0.0	0.0
?a  /award/award_category/winners./award/award_honor/honored_for  ?f  ?b  /award/award_nominee/award_nominations./award/award_nomination/nominated_for  ?f   => ?a  /award/award_category/nominees./award/award_nomination/award_nominee  ?b	0.151816538	0.108698211	0.113942011	1847	16992	16210	?b	0.0	0.0	0.0
?a  /award/award_category/nominees./award/award_nomination/nominated_for  ?f  ?b  /award/award_nominee/award_nominations./award/award_nomination/nominated_for  ?f   => ?a  /award/award_category/nominees./award/award_nomination/award_nominee  ?b	0.355170146	0.117214627	0.123010789	4321	36864	35127	?b	0.0	0.0	0.0
?b  /award/award_winner/awards_won./award/award_honor/honored_for  ?f  ?f  /award/award_winning_work/awards_won./award/award_honor/award  ?a   => ?a  /award/award_category/nominees./award/award_nomination/award_nominee  ?b	0.1349663	0.146567884	0.154395863	1642	11203	10635	?b	0.0	0.0	0.0
?f  /award/award_nominated_work/award_nominations./award/award_nomination/award  ?a  ?b  /award/award_winner/awards_won./award/award_honor/honored_for  ?f   => ?a  /award/award_category/nominees./award/award_nomination/award_nominee  ?b	0.240835114	0.13309712	0.139790076	2930	22014	20960	?b	0.0	0.0	0.0
?a  /award/award_category/winners./award/award_honor/honored_for  ?f  ?b  /award/award_winner/awards_won./award/award_honor/honored_for  ?f   => ?a  /award/award_category/nominees./award/award_nomination/award_nominee  ?b	0.131267467	0.146634836	0.154254805	1597	10891	10353	?b	0.0	0.0	0.0
?a  /award/award_category/nominees./award/award_nomination/nominated_for  ?f  ?b  /award/award_winner/awards_won./award/award_honor/honored_for  ?f   => ?a  /award/award_category/nominees./award/award_nomination/award_nominee  ?b	0.240095348	0.132682262	0.13947381	2921	22015	20943	?b	0.0	0.0	0.0
?b  /award/award_nominee/award_nominations./award/award_nomination/award_nominee  ?f  ?f  /award/award_winner/awards_won./award/award_honor/award  ?a   => ?a  /award/award_category/nominees./award/award_nomination/award_nominee  ?b	0.258589512	0.139475084	0.146543693	3146	22556	21468	?b	0.0	0.0	0.0
?f  /award/award_nominee/award_nominations./award/award_nomination/award  ?a  ?b  /award/award_nominee/award_nominations./award/award_nomination/award_nominee  ?f   => ?a  /award/award_category/nominees./award/award_nomination/award_nominee  ?b	0.419776426	0.122425986	0.12961271	5107	41715	39402	?b	0.0	0.0	0.0
?a  /award/award_category/winners./award/award_honor/award_winner  ?f  ?b  /award/award_nominee/award_nominations./award/award_nomination/award_nominee  ?f   => ?a  /award/award_category/nominees./award/award_nomination/award_nominee  ?b	0.261137597	0.139648352	0.147022074	3177	22750	21609	?b	0.0	0.0	0.0
?a  /award/award_category/nominees./award/award_nomination/award_nominee  ?f  ?b  /award/award_nominee/award_nominations./award/award_nomination/award_nominee  ?f   => ?a  /award/award_category/nominees./award/award_nomination/award_nominee  ?b	0.421420352	0.121323268	0.12841578	5127	42259	39925	?b	0.0	0.0	0.0
?f  /award/award_winner/awards_won./award/award_honor/award  ?a  ?b  /award/award_winner/awards_won./award/award_honor/award_winner  ?f   => ?a  /award/award_category/nominees./award/award_nomination/award_nominee  ?b	0.165214532	0.172458172	0.182395644	2010	11655	11020	?b	0.0	0.0	0.0
?f  /award/award_nominee/award_nominations./award/award_nomination/award  ?a  ?b  /award/award_winner/awards_won./award/award_honor/award_winner  ?f   => ?a  /award/award_category/nominees./award/award_nomination/award_nominee  ?b	0.24757521	0.143750298	0.152746082	3012	20953	19719	?b	0.0	0.0	0.0
?a  /award/award_category/winners./award/award_honor/award_winner  ?f  ?b  /award/award_winner/awards_won./award/award_honor/award_winner  ?f   => ?a  /award/award_category/nominees./award/award_nomination/award_nominee  ?b	0.165625514	0.172016391	0.182171594	2015	11714	11061	?b	0.0	0.0	0.0
?a  /award/award_category/nominees./award/award_nomination/award_nominee  ?f  ?b  /award/award_winner/awards_won./award/award_honor/award_winner  ?f   => ?a  /award/award_category/nominees./award/award_nomination/award_nominee  ?b	0.245602499	0.141880342	0.150947209	2988	21060	19795	?b	0.0	0.0	0.0
?f  /award/award_nominated_work/award_nominations./award/award_nomination/award  ?a  ?b  /tv/tv_actor/starring_roles./tv/regular_tv_appearance/series  ?f   => ?a  /award/award_category/nominees./award/award_nomination/award_nominee  ?b	0.045207957	0.128986867	0.143303804	550	4264	3838	?b	0.0	0.0	0.0
?f  /award/award_winning_work/awards_won./award/award_honor/award  ?a  ?b  /tv/tv_actor/starring_roles./tv/regular_tv_appearance/series  ?f   => ?a  /award/award_category/nominees./award/award_nomination/award_nominee  ?b	0.0265494	0.131998365	0.144454383	323	2447	2236	?b	0.0	0.0	0.0
?a  /award/award_category/winners./award/award_honor/honored_for  ?f  ?b  /tv/tv_actor/starring_roles./tv/regular_tv_appearance/series  ?f   => ?a  /award/award_category/nominees./award/award_nomination/award_nominee  ?b	0.023097156	0.12112069	0.133175355	281	2320	2110	?b	0.0	0.0	0.0
?a  /award/award_category/nominees./award/award_nomination/nominated_for  ?f  ?b  /tv/tv_actor/starring_roles./tv/regular_tv_appearance/series  ?f   => ?a  /award/award_category/nominees./award/award_nomination/award_nominee  ?b	0.043153049	0.122036262	0.134719015	525	4302	3897	?b	0.0	0.0	0.0
?f  /award/award_winner/awards_won./award/award_honor/award  ?a  ?b  /base/popstra/celebrity/friendship./base/popstra/friendship/participant  ?f   => ?a  /award/award_category/nominees./award/award_nomination/award_nominee  ?b	0.031727766	0.119467657	0.132874355	386	3231	2905	?b	0.0	0.0	0.0
?f  /award/award_nominee/award_nominations./award/award_nomination/award  ?a  ?b  /base/popstra/celebrity/friendship./base/popstra/friendship/participant  ?f   => ?a  /award/award_category/nominees./award/award_nomination/award_nominee  ?b	0.070524412	0.119615224	0.132468736	858	7173	6477	?b	0.0	0.0	0.0
?a  /award/award_category/winners./award/award_honor/award_winner  ?f  ?b  /base/popstra/celebrity/friendship./base/popstra/friendship/participant  ?f   => ?a  /award/award_category/nominees./award/award_nomination/award_nominee  ?b	0.033207299	0.119209206	0.131681877	404	3389	3068	?b	0.0	0.0	0.0
?f  /award/award_nominated_work/award_nominations./award/award_nomination/award  ?a  ?b  /film/producer/film  ?f   => ?a  /award/award_category/nominees./award/award_nomination/award_nominee  ?b	0.056715436	0.143094152	0.148835203	690	4822	4636	?b	0.0	0.0	0.0
?a  /award/award_category/nominees./award/award_nomination/award_nominee  ?f  ?b  /base/popstra/celebrity/friendship./base/popstra/friendship/participant  ?f   => ?a  /award/award_category/nominees./award/award_nomination/award_nominee  ?b	0.070031235	0.116282244	0.129326047	852	7327	6588	?b	0.0	0.0	0.0
?a  /award/award_category/nominees./award/award_nomination/nominated_for  ?f  ?b  /film/producer/film  ?f   => ?a  /award/award_category/nominees./award/award_nomination/award_nominee  ?b	0.057701792	0.144147844	0.149680171	702	4870	4690	?b	0.0	0.0	0.0
?a  /award/award_category/winners./award/award_honor/honored_for  ?f  ?b  /film/producer/film  ?f   => ?a  /award/award_category/nominees./award/award_nomination/award_nominee  ?b	0.018987342	0.125816993	0.12992126	231	1836	1778	?b	0.0	0.0	0.0
?f  /award/award_winning_work/awards_won./award/award_honor/award  ?a  ?b  /film/producer/film  ?f   => ?a  /award/award_category/nominees./award/award_nomination/award_nominee  ?b	0.01857636	0.119135477	0.122692725	226	1897	1842	?b	0.0	0.0	0.0
?f  /award/award_winner/awards_won./award/award_honor/award  ?a  ?b  /influence/influence_node/influenced_by  ?f   => ?a  /award/award_category/nominees./award/award_nomination/award_nominee  ?b	0.015617294	0.116779348	0.147515528	190	1627	1288	?b	0.0	0.0	0.0
?f  /award/award_nominee/award_nominations./award/award_nomination/award  ?a  ?b  /influence/influence_node/influenced_by  ?f   => ?a  /award/award_category/nominees./award/award_nomination/award_nominee  ?b	0.031070196	0.152727273	0.189094547	378	2475	1999	?b	0.0	0.0	0.0
?a  /award/award_category/winners./award/award_honor/award_winner  ?f  ?b  /influence/influence_node/influenced_by  ?f   => ?a  /award/award_category/nominees./award/award_nomination/award_nominee  ?b	0.015535098	0.12099872	0.154159869	189	1562	1226	?b	0.0	0.0	0.0
?a  /award/award_category/nominees./award/award_nomination/award_nominee  ?f  ?b  /influence/influence_node/influenced_by  ?f   => ?a  /award/award_category/nominees./award/award_nomination/award_nominee  ?b	0.030166036	0.1468	0.181683168	367	2500	2020	?b	0.0	0.0	0.0
?f  /award/award_winning_work/awards_won./award/award_honor/award  ?a  ?b  /film/writer/film  ?f   => ?a  /award/award_category/nominees./award/award_nomination/award_nominee  ?b	0.018494164	0.161637931	0.163994169	225	1392	1372	?b	0.0	0.0	0.0
?f  /award/award_nominated_work/award_nominations./award/award_nomination/award  ?a  ?b  /film/writer/film  ?f   => ?a  /award/award_category/nominees./award/award_nomination/award_nominee  ?b	0.058770344	0.20272186	0.206886574	715	3527	3456	?b	0.0	0.0	0.0
?a  /award/award_category/winners./award/award_honor/honored_for  ?f  ?b  /film/writer/film  ?f   => ?a  /award/award_category/nominees./award/award_nomination/award_nominee  ?b	0.02013809	0.176895307	0.179487179	245	1385	1365	?b	0.0	0.0	0.0
?a  /award/award_category/nominees./award/award_nomination/nominated_for  ?f  ?b  /film/writer/film  ?f   => ?a  /award/award_category/nominees./award/award_nomination/award_nominee  ?b	0.060249877	0.206711788	0.210753306	733	3546	3478	?b	0.0	0.0	0.0
?f  /award/award_winning_work/awards_won./award/award_honor/award  ?a  ?b  /film/director/film  ?f   => ?a  /award/award_category/nominees./award/award_nomination/award_nominee  ?b	0.021288838	0.166452442	0.169060052	259	1556	1532	?b	0.0	0.0	0.0
?f  /award/award_nominated_work/award_nominations./award/award_nomination/award  ?a  ?b  /film/director/film  ?f   => ?a  /award/award_category/nominees./award/award_nomination/award_nominee  ?b	0.061647214	0.206497797	0.211505922	750	3632	3546	?b	0.0	0.0	0.0
?a  /award/award_category/winners./award/award_honor/honored_for  ?f  ?b  /film/director/film  ?f   => ?a  /award/award_category/nominees./award/award_nomination/award_nominee  ?b	0.022521782	0.174522293	0.177231565	274	1570	1546	?b	0.0	0.0	0.0
?f  /award/award_nominee/award_nominations./award/award_nomination/award  ?a  ?b  /influence/influence_node/influenced  ?f   => ?a  /award/award_category/nominees./award/award_nomination/award_nominee  ?b	0.027289167	0.089608637	0.146191105	332	3705	2271	?b	0.0	0.0	0.0
?a  /award/award_category/nominees./award/award_nomination/nominated_for  ?f  ?b  /film/director/film  ?f   => ?a  /award/award_category/nominees./award/award_nomination/award_nominee  ?b	0.061318428	0.203713818	0.208554655	746	3662	3577	?b	0.0	0.0	0.0
?f  /award/award_winner/awards_won./award/award_honor/award  ?a  ?b  /influence/influence_node/influenced  ?f   => ?a  /award/award_category/nominees./award/award_nomination/award_nominee  ?b	0.01438435	0.081737506	0.141242938	175	2141	1239	?b	0.0	0.0	0.0
?a  /award/award_category/winners./award/award_honor/award_winner  ?f  ?b  /influence/influence_node/influenced  ?f   => ?a  /award/award_category/nominees./award/award_nomination/award_nominee  ?b	0.013973368	0.079402149	0.137875101	170	2141	1233	?b	0.0	0.0	0.0
?f  /award/award_nominated_work/award_nominations./award/award_nomination/award  ?a  ?b  /film/film_story_contributor/film_story_credits  ?f   => ?a  /award/award_category/nominees./award/award_nomination/award_nominee  ?b	0.010685517	0.083547558	0.114335972	130	1556	1137	?b	0.0	0.0	0.0
?a  /award/award_category/nominees./award/award_nomination/award_nominee  ?f  ?b  /influence/influence_node/influenced  ?f   => ?a  /award/award_category/nominees./award/award_nomination/award_nominee  ?b	0.027782344	0.093241379	0.15238954	338	3625	2218	?b	0.0	0.0	0.0
?a  /award/award_category/nominees./award/award_nomination/nominated_for  ?f  ?b  /film/film_story_contributor/film_story_credits  ?f   => ?a  /award/award_category/nominees./award/award_nomination/award_nominee  ?b	0.010521124	0.083879423	0.114285714	128	1526	1120	?b	0.0	0.0	0.0
?f  /award/award_nominee/award_nominations./award/award_nomination/award  ?a  ?b  /celebrities/celebrity/celebrity_friends./celebrities/friendship/friend  ?f   => ?a  /award/award_category/nominees./award/award_nomination/award_nominee  ?b	0.017014631	0.156818182	0.1796875	207	1320	1152	?b	0.0	0.0	0.0
?a  /award/award_category/nominees./award/award_nomination/award_nominee  ?f  ?b  /celebrities/celebrity/celebrity_friends./celebrities/friendship/friend  ?f   => ?a  /award/award_category/nominees./award/award_nomination/award_nominee  ?b	0.016192668	0.146468401	0.168953688	197	1345	1166	?b	0.0	0.0	0.0
?a  /award/award_category/nominees./award/award_nomination/award_nominee  ?f  ?b  /people/person/sibling_s./people/sibling_relationship/sibling  ?f   => ?a  /award/award_category/nominees./award/award_nomination/award_nominee  ?b	0.010274536	0.27173913	0.314861461	125	460	397	?b	0.0	0.0	0.0
?f  /award/award_nominated_work/award_nominations./award/award_nomination/award  ?a  ?b  /tv/tv_writer/tv_programs./tv/tv_program_writer_relationship/tv_program  ?f   => ?a  /award/award_category/nominees./award/award_nomination/award_nominee  ?b	0.01150748	0.139026812	0.159090909	140	1007	880	?b	0.0	0.0	0.0
?a  /award/award_category/nominees./award/award_nomination/nominated_for  ?f  ?b  /tv/tv_writer/tv_programs./tv/tv_program_writer_relationship/tv_program  ?f   => ?a  /award/award_category/nominees./award/award_nomination/award_nominee  ?b	0.011096498	0.137474542	0.157342657	135	982	858	?b	0.0	0.0	0.0
